Tweet,label
I just finished feeding Kayden his breakfast so now we are relaxing and watching Shrek.,Not suicidal
"@saulashby I really like the photo. Nice interview, too",Not suicidal
I was just tired,Suicidal
RT @normanilovato97: why is it that everyday i hate my life more and more i really feel im destined to be miserable forever,Suicidal
"You DO know that you have absolutely no power... yet. And when you do, this whole thing will be dead and forgotten.… https://t.co/eZRhCl3IWc",Suicidal
"i'm tired of everything, pls so i want to die.",Suicidal
@avalanchelynn hello!! g'mrng!! wuzup?!? hows twitterville while i was sleeping? evrythings cool?,Not suicidal
Getting blown out by the worst team in the league while they wearing these is what’s gonna be in my suicide note https://t.co/pFrF1Iol4a,Suicidal
@yogadork our barefoot range is a great alternative when you need to wear shoes. they allow you foot move as though it were barefoot,Not suicidal
"For the past week I’ll I’ve been thinking about is nothing. I want to disappear, why do I feel so trapped in the li… https://t.co/Xqh6rLAcms",Suicidal
"RT @JeffFlake: Congratulations to @kyrstensinema on a race well run, and won. It’s been a wonderful honor representing Arizona in the Senat…",Not suicidal
@DmitriCain Ok thanks! I am not getting off Twitter just yet.,Not suicidal
Won my first game of settlers ..and I didn't even realize I could have won the pound before haha,Not suicidal
"@earlydetection enjoy I just can't get into it this season, but happy to know that you're getting your groove on.",Not suicidal
"@thatalisongirl I think the ginger next door are having a fight, like a bad one! I don't know what to do",Not suicidal
"@belledame222 Hey, it's 5 am...give a girl some credit for trying.",Not suicidal
"He:I knew that even if I reached my dream, it could not be everything. I love you. I was sick that we could get tir… https://t.co/Vg9o3u1JZh",Suicidal
damn i really do hate myself,Suicidal
Why is it that I can absolutely nail my job that I despise with all my heart but manage to royally fuck up every si… https://t.co/sUX9u3Bo3q,Suicidal
"RT @Soulwhisperer3: When you're tired of living your life, all you can do is close your eyes and go to sleep...",Suicidal
@JessicaHamby I LAUGHED SO HARD at that statement. SO hard. I needed that thank you.,Not suicidal
"@WyattEarpLA I’m actually tired of this!!! It’s like living in a home where the troubled, deceitful child always wi… https://t.co/qsFqOPfqJP",Suicidal
support for making the world better place,Not suicidal
i have to go now.... make up duty for tomorrow...... goodnight to all....,Not suicidal
I hate repeating myself dawg. like damn.,Suicidal
I feel there was no reason to continue living,Suicidal
"Hello, world!!! Tis my first tweet",Not suicidal
"RT @iriswestallens: I just want to remind y’all that without Iris, Barry Allen would be dead right now. But she’s useless right? #TheFlash…",Suicidal
why do I always feel heartbroken all the time,Suicidal
"@LaPrincipessa you SAU! i stood up at 8. then off to offenbach, home. outside. sunshine. love you.",Not suicidal
@elliottcable I prefer @poopdiary meself.,Not suicidal
